CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text,AR7111: Path to PDF,AR7111: PDF Text
1613090000000,Alameda,San Lorenzo Unified,Suburban,Unified School District,9235,82,1.0,2008,2008,https://4.files.edl.io/05d4/06/29/18/021422-0b99d6fc-a711-4dcc-a86a-a1e180be6bc2.pdf,0.0,,,,3.0,1,1,1,1.0,1.0,1,0.0,0.0,1,1,1,1,2.0,6.5,0,6.5,0.0,3.0,1.5,9.5,,,,
1750930000000,Alameda,Dublin Unified,Suburban,Unified School District,12827,13,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=d6K1yRY9herNmsf8VwRnyQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,2.0,6.5,0,7.5,1.0,3.0,1.0,11.0,,,Dublin_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03272007 last reviewed date 03272007 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need educational program provide healthful environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility provider extent service available information provided service shall used determine cost saving may result making design modification retrofitting building using energy conserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual dublin unified school district
1751010000000,Alameda,Pleasanton Unified,Urban,Unified School District,13684,17,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030382&revid=yJXU5EtpdcQ8nErbVj3xsA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.5,0,1,1,1.0,1.0,1,0.0,0.0,0,1,0,1,2.0,7.0,2,10.0,1.0,3.0,1.5,11.0,,,Pleasanton_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 01292013 last revised date 03232023 last reviewed date 03232023 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual pleasanton unified school district
1751190000000,Alameda,Sunol Glen Unified,Rural,Unified School District,268,15,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030465&revid=Gplus1WpPXfitoDK8BbWr6QPQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.0,6.0,0,6.0,0.0,2.5,1.5,9.0,,,Sunol_Glen_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 01102017 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual sunol glen unified school district
2613330000000,Alpine,Alpine County Unified,Rural,Unified School District,65,63,1.0,1985,1985,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=B9ybmb8Ba7tWMUScktplusplusdg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=MGDGk1vknUEIarc3XQcS1g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&isPndg=&PG=6,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,4.0,0,4.0,0.0,2.0,1.0,7.5,,,Alpine_County_Office_of_Education_&_Alpine_County_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 08142018 last reviewed date 08142018 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual alpine county office education alpine county unified school district
3739810000000,Amador,Amador County Unified,Town,Unified School District,4067,43,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=bskfTEYdU2AExvLFAhF00w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.5,0.5,3.0,1.0,9.5,,,,
4614240000000,Butte,Chico Unified,Urban,Unified School District,14402,53,0.0,,,,1.0,2008,2017,https://www.chicousd.org/documents/Board%20Policies%20and%20Administrative%20Regulations/Administrative%20Regulations/AR%207000/AR-7111-Evaluating-Existing-Buildings.pdf,3.0,0,0,0,1.0,1.0,0,1.0,0.0,1,0,0,1,2.0,6.0,1,7.5,0.5,2.5,1.5,10.5,,,Chico_Unified_AR7111.pdf,chico unified school district 1163 east seventh street chico ca 959285999 530 8913000 administrative regulation 7111 section 7000 facility page 1 2 __________________________________________________________________ regulation approved 030608 011717 reviewed 32023no change evaluating existing building superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water conservation cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 7110 facility master plan addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 chico unified school district 1163 east seventh street chico ca 959285999 530 8913000 administrative regulation 7111 section 7000 facility page 2 2 __________________________________________________________________ regulation approved 030608 011717 reviewed 32023no change management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwopscdgscagov
4614320000000,Butte,Durham Unified,Rural,Unified School District,1026,42,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=f20pUYd4Iw8Pyc01r53pslshQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,,,Durham_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 02152017 last reviewed date 02152017 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual durham unified school district
4614570000000,Butte,Golden Feather Union Elementary,Rural,Elementary School District,72,85,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030761&revid=GdQ7BplusDbIfplus28JjgQ9kB7w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,0,0,0,0.0,1.5,0,1.5,0.0,1.0,0.5,4.5,,,Golden_Feather_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 11142012 last reviewed date 11142012 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual golden feather union school district
4615150000000,Butte,Oroville Union High,Town,High School District,2264,80,0.0,,,,1.0,1983,2008,https://resources.finalsite.net/images/v1694435199/ouhsdorg/ylrkv9ejlenxiadukohf/7111AR-EvaluatingExistingBuildings.pdf,3.0,0,0,1,1.0,1.0,1,1.0,1.0,0,0,0,0,0.0,4.0,0,4.0,0.0,2.5,1.5,7.0,,,Oroville_Union_High_AR7111.pdf,oroville union high school district ar 7111 facility evaluating existing building superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water conservation cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 oroville union high school district ar 7111 b evaluating existing building cont legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwdgscagovopsc adopted 5483 amended 12606 22008
4615230000000,Butte,Palermo Union Elementary,Rural,Elementary School District,1283,81,0.0,,,,1.0,2000,2000,https://www.palermoschools.org/documents/Board%20Policies/7000%20Facilities/7111%20Administrative%20Regulation%20Evaluating%20Existing%20Buildings.pdf,3.0,1,1,0,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,,,Palermo_Union_AR7111.pdf,facility ar 711 1 evaluating existing building superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity 3511 energy water conservation cf 3514 environmental safety cf 7110 facility master plan event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange pre audit postaudit school building utility company independent energy audit firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 legal reference see next page ar 7111 b evaluating existing building continued legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource web site department general service office public school construction http wwwdgscagovopsc regulation palermo union school district approved august 22 2000 palermo california
4615310000000,Butte,Paradise Unified,Town,Unified School District,2255,66,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030364&revid=gi6YscyVg6Py0mXlrr2evA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,1,0,0,1,1.5,4.5,0,5.0,0.5,2.5,0.5,8.0,,,Paradise_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05192015 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 board policy manual paradise unified school district
